year,census_division_abbr,elec_price_res,elec_price_com,elec_price_ind
2044,ENC,0.10173,0.10173,0.10173
2046,ENC,0.10209,0.10209,0.10209
2048,ENC,0.1046,0.1046,0.1046
2050,ENC,0.10446,0.10446,0.10446
2011,ENC,0.100185,0.100185,0.100185
2013,ENC,0.10063,0.10063,0.10063
2015,ENC,0.1023,0.1023,0.1023
2017,ENC,0.10382,0.10382,0.10382
2019,ENC,0.103455,0.103455,0.103455
2021,ENC,0.10277,0.10277,0.10277
2023,ENC,0.101805,0.101805,0.101805
2025,ENC,0.101465,0.101465,0.101465
2027,ENC,0.101165,0.101165,0.101165
2029,ENC,0.10107,0.10107,0.10107
2031,ENC,0.101285,0.101285,0.101285
2033,ENC,0.101265,0.101265,0.101265
2035,ENC,0.10134,0.10134,0.10134
2037,ENC,0.101385,0.101385,0.101385
2039,ENC,0.10122,0.10122,0.10122
2041,ENC,0.10092,0.10092,0.10092
2043,ENC,0.101235,0.101235,0.101235
2045,ENC,0.10191,0.10191,0.10191
2047,ENC,0.103345,0.103345,0.103345
2049,ENC,0.10453,0.10453,0.10453
2010,WNC,0.08405,0.08405,0.08405
2012,WNC,0.08206,0.08206,0.08206
2014,WNC,0.07929,0.07929,0.07929
2016,WNC,0.08217,0.08217,0.08217
2018,WNC,0.08366,0.08366,0.08366
2020,WNC,0.08176,0.08176,0.08176
2022,WNC,0.08402,0.08402,0.08402
2024,WNC,0.08336,0.08336,0.08336
2026,WNC,0.09764,0.09764,0.09764
2028,WNC,0.09748,0.09748,0.09748
2030,WNC,0.10144,0.10144,0.10144
2032,WNC,0.10107,0.10107,0.10107
2034,WNC,0.10625,0.10625,0.10625
2036,WNC,0.10282,0.10282,0.10282
2038,WNC,0.10831,0.10831,0.10831
2040,WNC,0.10137,0.10137,0.10137
2042,WNC,0.10068,0.10068,0.10068
2044,WNC,0.10079,0.10079,0.10079
2046,WNC,0.10333,0.10333,0.10333
2048,WNC,0.09869,0.09869,0.09869
2050,WNC,0.09381,0.09381,0.09381
2011,WNC,0.083055,0.083055,0.083055
2013,WNC,0.080675,0.080675,0.080675
2015,WNC,0.08073,0.08073,0.08073
2017,WNC,0.082915,0.082915,0.082915
2019,WNC,0.08271,0.08271,0.08271
2021,WNC,0.08289,0.08289,0.08289
2023,WNC,0.08369,0.08369,0.08369
2025,WNC,0.0905,0.0905,0.0905
2027,WNC,0.09756,0.09756,0.09756
2029,WNC,0.09946,0.09946,0.09946
2031,WNC,0.101255,0.101255,0.101255
2033,WNC,0.10366,0.10366,0.10366
2035,WNC,0.104535,0.104535,0.104535
2037,WNC,0.105565,0.105565,0.105565
2039,WNC,0.10484,0.10484,0.10484
2041,WNC,0.101025,0.101025,0.101025
2043,WNC,0.100735,0.100735,0.100735
2045,WNC,0.10206,0.10206,0.10206
2047,WNC,0.10101,0.10101,0.10101
2049,WNC,0.09625,0.09625,0.09625
2010,SA,0.10534,0.10534,0.10534
2012,SA,0.10398,0.10398,0.10398
2014,SA,0.10575,0.10575,0.10575
2016,SA,0.10274,0.10274,0.10274
2018,SA,0.10448,0.10448,0.10448
2020,SA,0.10481,0.10481,0.10481
2022,SA,0.10322,0.10322,0.10322
2024,SA,0.10222,0.10222,0.10222
2026,SA,0.10137,0.10137,0.10137
2028,SA,0.10035,0.10035,0.10035
2030,SA,0.09975,0.09975,0.09975
2032,SA,0.10036,0.10036,0.10036
2034,SA,0.10106,0.10106,0.10106
2036,SA,0.10149,0.10149,0.10149
2038,SA,0.10157,0.10157,0.10157
2040,SA,0.10065,0.10065,0.10065
2042,SA,0.09967,0.09967,0.09967
2044,SA,0.09959,0.09959,0.09959
2046,SA,0.09963,0.09963,0.09963
2048,SA,0.09941,0.09941,0.09941
2050,SA,0.09855,0.09855,0.09855
2011,SA,0.10466,0.10466,0.10466
2013,SA,0.104865,0.104865,0.104865
2015,SA,0.104245,0.104245,0.104245
2017,SA,0.10361,0.10361,0.10361
2019,SA,0.104645,0.104645,0.104645
2021,SA,0.104015,0.104015,0.104015
2023,SA,0.10272,0.10272,0.10272
2025,SA,0.101795,0.101795,0.101795
2027,SA,0.10086,0.10086,0.10086
2029,SA,0.10005,0.10005,0.10005
2031,SA,0.100055,0.100055,0.100055
2033,SA,0.10071,0.10071,0.10071
2035,SA,0.101275,0.101275,0.101275
2037,SA,0.10153,0.10153,0.10153
2039,SA,0.10111,0.10111,0.10111
2041,SA,0.10016,0.10016,0.10016
2043,SA,0.09963,0.09963,0.09963
2045,SA,0.09961,0.09961,0.09961
2047,SA,0.09952,0.09952,0.09952
2049,SA,0.09898,0.09898,0.09898
2010,ESC,0.08781,0.08781,0.08781
2012,ESC,0.08496,0.08496,0.08496
2014,ESC,0.08603,0.08603,0.08603
2016,ESC,0.08872,0.08872,0.08872
2018,ESC,0.08966,0.08966,0.08966
2020,ESC,0.08936,0.08936,0.08936
2022,ESC,0.08769,0.08769,0.08769
2024,ESC,0.08696,0.08696,0.08696
2026,ESC,0.08571,0.08571,0.08571
2028,ESC,0.08451,0.08451,0.08451
2030,ESC,0.08716,0.08716,0.08716
2032,ESC,0.08625,0.08625,0.08625
2034,ESC,0.08591,0.08591,0.08591
2036,ESC,0.08553,0.08553,0.08553
2038,ESC,0.08491,0.08491,0.08491
2040,ESC,0.08424,0.08424,0.08424
2042,ESC,0.08443,0.08443,0.08443
2044,ESC,0.08409,0.08409,0.08409
2046,ESC,0.0841,0.0841,0.0841
2048,ESC,0.08385,0.08385,0.08385
2050,ESC,0.08347,0.08347,0.08347
2011,ESC,0.086385,0.086385,0.086385
2013,ESC,0.085495,0.085495,0.085495
2015,ESC,0.087375,0.087375,0.087375
2017,ESC,0.08919,0.08919,0.08919
2019,ESC,0.08951,0.08951,0.08951
2021,ESC,0.088525,0.088525,0.088525
2023,ESC,0.087325,0.087325,0.087325
2025,ESC,0.086335,0.086335,0.086335
2027,ESC,0.08511,0.08511,0.08511
2029,ESC,0.085835,0.085835,0.085835
2031,ESC,0.086705,0.086705,0.086705
2033,ESC,0.08608,0.08608,0.08608
2035,ESC,0.08572,0.08572,0.08572
2037,ESC,0.08522,0.08522,0.08522
2039,ESC,0.084575,0.084575,0.084575
2041,ESC,0.084335,0.084335,0.084335
2043,ESC,0.08426,0.08426,0.08426
2045,ESC,0.084095,0.084095,0.084095
2047,ESC,0.083975,0.083975,0.083975
2049,ESC,0.08366,0.08366,0.08366
2010,WSC,0.09024,0.09024,0.09024
2012,WSC,0.08626,0.08626,0.08626
2014,WSC,0.09179,0.09179,0.09179
2016,WSC,0.09108,0.09108,0.09108
2018,WSC,0.09025,0.09025,0.09025
2020,WSC,0.08833,0.08833,0.08833
2022,WSC,0.08705,0.08705,0.08705
2024,WSC,0.08638,0.08638,0.08638
2026,WSC,0.08864,0.08864,0.08864
2028,WSC,0.09173,0.09173,0.09173
2030,WSC,0.09471,0.09471,0.09471
2032,WSC,0.09316,0.09316,0.09316
2034,WSC,0.0914,0.0914,0.0914
2036,WSC,0.08933,0.08933,0.08933
2038,WSC,0.0882,0.0882,0.0882
2040,WSC,0.08794,0.08794,0.08794
2042,WSC,0.0869,0.0869,0.0869
2044,WSC,0.08804,0.08804,0.08804
2046,WSC,0.08654,0.08654,0.08654
2048,WSC,0.08512,0.08512,0.08512
2050,WSC,0.08376,0.08376,0.08376
2011,WSC,0.08825,0.08825,0.08825
2013,WSC,0.089025,0.089025,0.089025
2015,WSC,0.091435,0.091435,0.091435
2017,WSC,0.090665,0.090665,0.090665
2019,WSC,0.08929,0.08929,0.08929
2021,WSC,0.08769,0.08769,0.08769
2023,WSC,0.086715,0.086715,0.086715
2025,WSC,0.08751,0.08751,0.08751
2027,WSC,0.090185,0.090185,0.090185
2029,WSC,0.09322,0.09322,0.09322
2031,WSC,0.093935,0.093935,0.093935
2033,WSC,0.09228,0.09228,0.09228
2035,WSC,0.090365,0.090365,0.090365
2037,WSC,0.088765,0.088765,0.088765
2039,WSC,0.08807,0.08807,0.08807
2041,WSC,0.08742,0.08742,0.08742
2043,WSC,0.08747,0.08747,0.08747
2045,WSC,0.08729,0.08729,0.08729
2047,WSC,0.08583,0.08583,0.08583
2049,WSC,0.08444,0.08444,0.08444
2010,MTN,0.09028,0.09028,0.09028
2012,MTN,0.09059,0.09059,0.09059
2014,MTN,0.09196,0.09196,0.09196
2016,MTN,0.09085,0.09085,0.09085
2018,MTN,0.08889,0.08889,0.08889
2020,MTN,0.08829,0.08829,0.08829
2022,MTN,0.08823,0.08823,0.08823
2024,MTN,0.08782,0.08782,0.08782
2026,MTN,0.0869,0.0869,0.0869
2028,MTN,0.08724,0.08724,0.08724
2030,MTN,0.08815,0.08815,0.08815
2032,MTN,0.08745,0.08745,0.08745
2034,MTN,0.08694,0.08694,0.08694
2036,MTN,0.08629,0.08629,0.08629
2038,MTN,0.08598,0.08598,0.08598
2040,MTN,0.08559,0.08559,0.08559
2042,MTN,0.08534,0.08534,0.08534
2044,MTN,0.08654,0.08654,0.08654
2046,MTN,0.08654,0.08654,0.08654
2048,MTN,0.08576,0.08576,0.08576
2050,MTN,0.08533,0.08533,0.08533
2011,MTN,0.090435,0.090435,0.090435
2013,MTN,0.091275,0.091275,0.091275
2015,MTN,0.091405,0.091405,0.091405
2017,MTN,0.08987,0.08987,0.08987
2019,MTN,0.08859,0.08859,0.08859
2021,MTN,0.08826,0.08826,0.08826
2023,MTN,0.088025,0.088025,0.088025
2025,MTN,0.08736,0.08736,0.08736
2027,MTN,0.08707,0.08707,0.08707
2029,MTN,0.087695,0.087695,0.087695
2031,MTN,0.0878,0.0878,0.0878
2033,MTN,0.087195,0.087195,0.087195
2035,MTN,0.086615,0.086615,0.086615
2037,MTN,0.086135,0.086135,0.086135
2039,MTN,0.085785,0.085785,0.085785
2041,MTN,0.085465,0.085465,0.085465
2043,MTN,0.08594,0.08594,0.08594
2045,MTN,0.08654,0.08654,0.08654
2047,MTN,0.08615,0.08615,0.08615
2049,MTN,0.085545,0.085545,0.085545
2010,PAC,0.12447,0.12447,0.12447
2012,PAC,0.11993,0.11993,0.11993
2014,PAC,0.13067,0.13067,0.13067
2016,PAC,0.12546,0.12546,0.12546
2018,PAC,0.1242,0.1242,0.1242
2020,PAC,0.12286,0.12286,0.12286
2022,PAC,0.12228,0.12228,0.12228
2024,PAC,0.12238,0.12238,0.12238
2026,PAC,0.12235,0.12235,0.12235
2028,PAC,0.12205,0.12205,0.12205
2030,PAC,0.12116,0.12116,0.12116
2032,PAC,0.1205,0.1205,0.1205
2034,PAC,0.12005,0.12005,0.12005
2036,PAC,0.11956,0.11956,0.11956
2038,PAC,0.11854,0.11854,0.11854
2040,PAC,0.11748,0.11748,0.11748
2042,PAC,0.11637,0.11637,0.11637
2044,PAC,0.11551,0.11551,0.11551
2046,PAC,0.11668,0.11668,0.11668
2048,PAC,0.11671,0.11671,0.11671
2050,PAC,0.11618,0.11618,0.11618
2011,PAC,0.1222,0.1222,0.1222
2013,PAC,0.1253,0.1253,0.1253
2015,PAC,0.128065,0.128065,0.128065
2017,PAC,0.12483,0.12483,0.12483
2019,PAC,0.12353,0.12353,0.12353
2021,PAC,0.12257,0.12257,0.12257
2023,PAC,0.12233,0.12233,0.12233
2025,PAC,0.122365,0.122365,0.122365
2027,PAC,0.1222,0.1222,0.1222
2029,PAC,0.121605,0.121605,0.121605
2031,PAC,0.12083,0.12083,0.12083
2033,PAC,0.120275,0.120275,0.120275
2035,PAC,0.119805,0.119805,0.119805
2037,PAC,0.11905,0.11905,0.11905
2039,PAC,0.11801,0.11801,0.11801
2041,PAC,0.116925,0.116925,0.116925
2043,PAC,0.11594,0.11594,0.11594
2045,PAC,0.116095,0.116095,0.116095
2047,PAC,0.116695,0.116695,0.116695
2049,PAC,0.116445,0.116445,0.116445
